CODIGO;Código Nuevo;NOMBRE;Región Codigo;Región Nombre;COMUNA;Nom. Comuna;SS Codigo;SS Nombre;Tipo de Establecimiento;Nivel de Atención;Nivel de Atención DEIS;Dependencia de Ejecución;Certificación;Hospital;Especialidad;ACTIVO;Vigente;Código Nuevo
23-306;123306;Centro de Salud Familiar Pampa Alegre;10;De Los Lagos;10301;Osorno;23;Osorno;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123306
23-307;123307;Centro de Salud Familiar Purranque;10;De Los Lagos;10303;Purranque;23;Osorno;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123307
23-309;123309;Centro de Salud Familiar Practicante Pablo Araya (Ex Río Negro);10;De Los Lagos;10305;Río Negro;23;Osorno;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123309
23-310;123310;Centro de Salud Familiar Quinto Centenario;10;De Los Lagos;10301;Osorno;23;Osorno;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123310
23-311;123311;Centro de Salud Familiar Bahía Mansa;10;De Los Lagos;10306;San Juan de la Costa;23;Osorno;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123311
23-312;123312;Centro de Salud Familiar Puaucho;10;De Los Lagos;10306;San Juan de la Costa;23;Osorno;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123312
23-987;200248;CDR de Adultos Mayores con Demencia;10;De Los Lagos;10301;Osorno;23;Osorno;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;200248
23-986;200209;COSAM Rahue;10;De Los Lagos;10301;Osorno;23;Osorno;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;200209
23-030;123030;Departamento de Atención Integral Funcionarios;10;De Los Lagos;10301;Osorno;23;Osorno;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;123030
23-010;123010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Osorno);10;De Los Lagos;10301;Osorno;23;Osorno;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;123010
23-100;123100;Hospital Base San José de Osorno;10;De Los Lagos;10301;Osorno;23;Osorno;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;123100
23-101;123101;Hospital de Purranque Dr. Juan Hepp Dubiau;10;De Los Lagos;10303;Purranque;23;Osorno;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;Atención de Especialidad;SI;SI;123101
23-102;123102;Hospital de Río Negro;10;De Los Lagos;10305;Río Negro;23;Osorno;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;123102
23-103;123103;Hospital de Puerto Octay;10;De Los Lagos;10302;Puerto Octay;23;Osorno;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;123103
23-104;123104;Hospital Futa Sruka Lawenche Kunko Mapu Mo;10;De Los Lagos;10306;San Juan de la Costa;23;Osorno;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;123104
23-105;123105;Hospital Pu Mulen Quilacahuín;10;De Los Lagos;10307;San Pablo;23;Osorno;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;123105
23-402;123402;Posta de Salud Rural Cuinco;10;De Los Lagos;10306;San Juan de la Costa;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123402
23-404;123404;Posta de Salud Rural Pichi Damas;10;De Los Lagos;10301;Osorno;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123404
23-406;123406;Posta de Salud Rural Puyehue;10;De Los Lagos;10304;Puyehue;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123406
23-407;123407;Posta de Salud Rural Desagüe Rupanco;10;De Los Lagos;10304;Puyehue;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123407
23-408;123408;Posta de Salud Rural Ñadi Pichi-Damas;10;De Los Lagos;10304;Puyehue;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123408
23-410;123410;Posta de Salud Rural Tres Esteros;10;De Los Lagos;10305;Río Negro;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123410
23-411;123411;Centro Comunitario de Salud Familiar Corte Alto;10;De Los Lagos;10303;Purranque;23;Osorno;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123411
23-412;123412;Posta de Salud Rural Crucero ( Purranque);10;De Los Lagos;10303;Purranque;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123412
23-413;123413;Posta de Salud Rural Coligual;10;De Los Lagos;10303;Purranque;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123413
23-414;123414;Posta de Salud Rural Hueyusca;10;De Los Lagos;10303;Purranque;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123414
23-415;123415;Posta de Salud Rural Concordia;10;De Los Lagos;10303;Purranque;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123415
23-416;123416;Posta de Salud Rural Colonia Ponce;10;De Los Lagos;10303;Purranque;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123416
23-417;123417;Posta de Salud Rural La Naranja;10;De Los Lagos;10303;Purranque;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123417
23-419;123419;Posta de Salud Rural San Pedro de Purranque;10;De Los Lagos;10303;Purranque;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123419
23-420;123420;Posta de Salud Rural Collihuinco;10;De Los Lagos;10303;Purranque;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123420
23-422;123422;Posta de Salud Rural Rupanco;10;De Los Lagos;10302;Puerto Octay;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123422
23-423;123423;Posta de Salud Rural Cascadas;10;De Los Lagos;10302;Puerto Octay;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123423
23-424;123424;Posta de Salud Rural Piedras Negras;10;De Los Lagos;10302;Puerto Octay;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123424
23-425;123425;Posta de Salud Rural Cancura;10;De Los Lagos;10301;Osorno;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123425
23-426;123426;Posta de Salud Rural Pellinada;10;De Los Lagos;10302;Puerto Octay;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123426
23-427;123427;Posta de Salud Rural La Calo;10;De Los Lagos;10302;Puerto Octay;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123427
23-428;123428;Posta de Salud Rural Coihueco (Puerto Octay);10;De Los Lagos;10302;Puerto Octay;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123428
23-430;123430;Posta de Salud Rural Purrehuín;10;De Los Lagos;10306;San Juan de la Costa;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI;123430
23-431;123431;Posta de Salud Rural Aleucapi;10;De Los Lagos;10306;San Juan de la Costa;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;123431
23-432;123432;Posta de Salud Rural La Poza;10;De Los Lagos;10307;San Pablo;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123432
23-434;123434;Posta de Salud Rural Huilma;10;De Los Lagos;10305;Río Negro;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;123434
23-435;123435;Posta de Salud Rural Pucopio;10;De Los Lagos;10307;San Pablo;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123435
23-436;123436;Posta de Salud Rural Chanco ( San Pablo );10;De Los Lagos;10307;San Pablo;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123436
23-437;123437;Posta de Salud Rural Currimáhuida;10;De Los Lagos;10307;San Pablo;23;Osorno;Posta de Salud Rural;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;123437
23-011;123011;PRAIS (S.S Osorno);10;De Los Lagos;10301;Osorno;23;Osorno;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;123011
23-800;123800;SAPU Dr. Pedro Jáuregui;10;De Los Lagos;10301;Osorno;23;Osorno;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123800
23-801;123801;SAPU Rahue Alto;10;De Los Lagos;10301;Osorno;23;Osorno;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;123801
23-212;123212;Vacunatorio Sociedad Centro Médico Cochrane SA;10;De Los Lagos;10301;Osorno;10;M. Occidente;Vacunatorio;No Aplica;No Aplica;Privado;No Autogestionado;NO;No Especialidad;SI;SI;123212
23-903;200445;COSAM Oriente;10;De Los Lagos;10301;Osorno;23;Osorno;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;;;SI;200445
23-904;200455;Centro Comunitario de Salud Familiar Barrio Estación;10;De Los Lagos;10303;Purranque;23;Osorno;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI;200455
23-905;200477;Unidad de Memoria AYEKAN;10;De Los Lagos;10301;Osorno;23;Osorno;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;;;SI;200477
23-906;200490;Posta de Salud Rural Chamilco;10;De Los Lagos;10306;San Juan de la Costa;23;Osorno;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;;;SI;200490
23-907;200539;Centro Referencia Diagnóstico Médico Osorno;10;De Los Lagos;10301;Osorno;23;Osorno;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;;;SI;200539
19-702;119702;Centro Comunitario de Salud Familiar 8 de Mayo;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119702
19-703;119703;Centro Comunitario de Salud Familiar Cosmito;8;Del Bíobío;08107;Penco;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119703
19-701;119701;Centro Comunitario de Salud Familiar España;8;Del Bíobío;08112;Hualpén;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119701
19-704;119704;Centro Comunitario de Salud Familiar Los Forjadores;8;Del Bíobío;08107;Penco;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119704
19-705;119705;Centro Comunitario de Salud Familiar Esmeralda;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119705
19-706;119706;Centro Comunitario de Salud Familiar Rene Schneider;8;Del Bíobío;08112;Hualpén;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119706
19-707;119707;Centro Comunitario de Salud Familiar Llafkelen;8;Del Bíobío;08112;Hualpén;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119707
19-708;119708;Centro Comunitario de Salud Familiar El Santo Esfuerzo de Todos;8;Del Bíobío;08111;Tome;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119708
19-709;119709;Centro Comunitario de Salud Familiar Leocán Portus Govinden;8;Del Bíobío;08112;Hualpén;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119709
19-710;119710;Centro Comunitario de Salud Familiar Libertad Gaete;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119710
19-711;119711;Centro Comunitario de Salud Familiar Los Lobos la Gloria;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119711
19-901;200283;Centro Comunitario de Salud Familiar Parque Central;8;Del Bíobío;08112;Hualpén;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200283
19-902;200284;Centro Comunitario de Salud Familiar Villa Centinela;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200284
19-903;200285;Centro Comunitario de Salud Familiar Ríos de Chile;8;Del Bíobío;08107;Penco;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200285
19-904;200287;Centro Comunitario de Salud Familiar Punta de Parra;8;Del Bíobío;08111;Tome;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200287
19-301;119301;Centro de Salud Familiar Hualpencillo;8;Del Bíobío;08112;Hualpén;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119301
19-302;119302;Centro de Salud Familiar San Vicente;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119302
19-303;119303;Centro de Salud Familiar Alcalde Leocán Portus;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119303
19-304;119304;Centro de Salud Familiar Penco;8;Del Bíobío;08107;Penco;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119304
19-305;119305;Centro de Salud Familiar Dr. Alberto Reyes;8;Del Bíobío;08111;Tome;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119305
19-306;119306;Centro de Salud Familiar Bellavista;8;Del Bíobío;08111;Tome;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119306
19-307;119307;Centro de Salud Familiar Paulina Avendaño Pereda;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119307
19-308;119308;Centro de Salud Familiar Los Cerros;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;Invitado;NO;Atención de Especialidad;SI;SI;119308
19-309;119309;Centro de Salud Familiar Talcahuano Sur;8;Del Bíobío;08112;Hualpén;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119309
19-310;119310;Centro de Salud Familiar La Floresta;8;Del Bíobío;08112;Hualpén;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119310
19-311;119311;Centro de Salud Familiar Lirquén;8;Del Bíobío;08107;Penco;19;Talcahuano;Consultorio General Urbano;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;119311
19-601;119601;COSAM Hualpén;8;Del Bíobío;08112;Hualpén;19;Talcahuano;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;119601
19-010;119010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Talcahuano);8;Del Bíobío;08110;Talcahuano;19;Talcahuano;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;119010
19-100;119100;Hospital Las Higueras (Talcahuano);8;Del Bíobío;08110;Talcahuano;19;Talcahuano;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;119100
19-101;119101;Hospital de Tomé;8;Del Bíobío;08111;Tome;19;Talcahuano;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;119101
19-102;119102;Hospital Penco Lirquén;8;Del Bíobío;08107;Penco;19;Talcahuano;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;119102
19-400;119400;Posta de Salud Rural Tumbes;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119400
19-401;119401;Posta de Salud Rural Rafael;8;Del Bíobío;08111;Tome;19;Talcahuano;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119401
19-402;119402;Centro de Salud Familiar Dichato;8;Del Bíobío;08111;Tome;19;Talcahuano;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119402
19-403;119403;Posta de Salud Rural Menque;8;Del Bíobío;08111;Tome;19;Talcahuano;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119403
19-404;119404;Posta de Salud Rural Coliumo;8;Del Bíobío;08111;Tome;19;Talcahuano;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119404
19-011;119011;PRAIS (S.S Talcahuano);8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;119011
19-801;119801;SAR Hualpencillo;8;Del Bíobío;08112;Hualpén;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119801
19-802;119802;SAR San Vicente;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119802
19-803;119803;SAPU Paulina Avendaño Pereda;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119803
19-804;119804;SAR Penco;8;Del Bíobío;08107;Penco;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119804
19-805;119805;SAR Dr. Alberto Reyes;8;Del Bíobío;08111;Tome;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119805
19-807;119807;SAPU Alcalde Leocán Portus;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119807
19-808;119808;SAPU Los Cerros;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119808
19-809;119809;SAPU Talcahuano Sur;8;Del Bíobío;08112;Hualpén;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;119809
19-906;200470;Centro Comunitario de Salud Familiar Cerro Estanque;8;Del Bíobío;08111;Tome;19;Talcahuano;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI;200470
19-905;200356;Centro Diurno para Personas con Demencia;8;Del Bíobío;08112;Hualpén;19;Talcahuano;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;;;SI;200356
19-908;200624;COSAM Los Cerros;8;Del Bíobío;08110;Talcahuano;19;Talcahuano;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;Especialidad;;;200624
22-700;122700;Centro Comunitario de Salud Familiar Barrios Bajos;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;122700
22-701;122701;Centro Comunitario de Salud Familiar Consultorio Las Ánimas;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122701
22-702;122702;Centro Comunitario de Salud Familiar Gil de Castro;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122702
22-703;122703;Centro Comunitario de Salud Familiar Mehuín;14;De Los Ríos;14106;Mariquina;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122703
22-709;122709;Centro Comunitario de Salud Familiar Neltume;14;De Los Ríos;14108;Panguipulli;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122709
22-710;122710;Centro Comunitario de Salud Familiar Los Lagos;14;De Los Ríos;14201;La Unión;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122710
22-714;122714;Centro Comunitario de Salud Familiar Cons. Angachilla;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122714
22-716;122716;Centro Comunitario de Salud Familiar Manuel Miranda;14;De Los Ríos;14104;Los Lagos;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122716
22-720;122720;Centro Comunitario de Salud Familiar Pablo Neruda;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;122720
22-723;122723;Centro Comunitario de Salud Familiar Dr. Silva de La Paz (San Francisco);14;De Los Ríos;14106;Mariquina;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122723
22-904;200235;Centro Comunitario de Salud Familiar Guacamayo;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;200235
22-950;200250;Centro Comunitario de Salud Familiar Máfil;14;De Los Ríos;14105;Máfil;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200250
22-905;200299;Centro Comunitario de Salud Familiar Dr. Alberto Daiber;14;De Los Ríos;14201;La Unión;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200299
22-906;200303;Centro Comunitario de Salud Familiar Folilco;14;De Los Ríos;14104;Los Lagos;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200303
22-012;122012;Clínica Dental Móvil A Rural Triple. Pat. BKYS94 (Valdivia);14;De Los Ríos;14101;Valdivia;22;Valdivia;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;122012
22-013;122013;Clínica Dental Móvil B Urbana Triple. Pat. BKYS92 (Valdivia);14;De Los Ríos;14101;Valdivia;22;Valdivia;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;122013
22-303;122303;Centro de Salud Familiar San José de la Mariquina;14;De Los Ríos;14106;Mariquina;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122303
22-305;122305;Centro de Salud Familiar Belarmina Paredes;14;De Los Ríos;14202;Futrono;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122305
22-307;122307;Centro de Salud Familiar Máfil;14;De Los Ríos;14105;Máfil;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122307
22-308;122308;Centro de Salud Familiar Coñaripe;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122308
22-309;122309;Centro de Salud Familiar Choshuenco;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122309
22-311;122311;Centro de Salud Familiar Malalhue;14;De Los Ríos;14103;Lanco;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122311
22-312;122312;Centro de Salud Familiar Río Bueno;14;De Los Ríos;14204;Río Bueno;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122312
22-300;122300;Centro de Salud Familiar Externo Valdivia;14;De Los Ríos;14101;Valdivia;22;Valdivia;Consultorio General Urbano;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;122300
22-301;122301;Centro de Salud Familiar Las Ánimas;14;De Los Ríos;14101;Valdivia;22;Valdivia;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122301
22-302;122302;Centro de Salud Familiar Dr. Jorge Sabat Gozalo (Ex Gil de Castro);14;De Los Ríos;14101;Valdivia;22;Valdivia;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122302
22-304;122304;Centro de Salud Familiar Panguipulli;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122304
22-306;122306;Centro de Salud Familiar Juan Santa María Bonet;14;De Los Ríos;14203;Lago Ranco;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122306
22-310;122310;Centro de Salud Familiar Dr. Alfredo Gantz Mann;14;De Los Ríos;14201;La Unión;22;Valdivia;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122310
22-313;122313;Centro de Salud Familiar Niebla;14;De Los Ríos;14101;Valdivia;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122313
22-314;122314;Centro de Salud Familiar Angachilla;14;De Los Ríos;14101;Valdivia;22;Valdivia;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122314
22-315;122315;Centro de Salud Familiar Lautaro Caro Ríos;14;De Los Ríos;14107;Paillaco;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122315
22-316;122316;Centro de Salud Familiar Los Lagos;14;De Los Ríos;14104;Los Lagos;22;Valdivia;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122316
