Propuesta de Código;Tipo de LE;Glosa;Especialidad;tipo de Especialidad;Complejidad Nueva;Oncológicas;Edad_Min año;Edad_Max año;Edad_Min días;Edad_Max días
17-03-043;NO GES;Disección y Extirpación Ganglionar regional Radical clásica o modificada de cuello;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-044;NO GES;Disección y Extirpación Ganglionar regional Yugular simple;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-045;NO GES;Simpatectomia:Cérvico-torácica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-046;NO GES;Simpatectomia:lumbar;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-047;NO GES;Anastomosis vasculares sistémicopulmonares (Blalock-Pott-Glenn o similares);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-048;NO GES;Cambio de generador de marcapaso, sin cambio de electrodo (no incluye el valor de la prótesis);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-049;NO GES;Coartación aórtica infantil (preductal) trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-050;NO GES;Coartación aórtica, trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-051;NO GES;Conducto arterioso persistente, trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-052;NO GES;Fístula coronaria, trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-053;NO GES;Implantación de marcapaso c/electrod. intraven. o epicárdico (no incluye el valor de la prótesis);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-054;NO GES;Operación sobre anillos valvulares o vasculares;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-055;NO GES;Operaciones sobre arteria pulmonar, constricción por cinta;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-056;NO GES;Pericardiectomía y/o extirp. de quistes y/o tumores;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-057;NO GES;Pericardiorrafia o míopericardiorrafia en heridas penetrante;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-058;NO GES;Pericardiotomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-059;NO GES;Cirugías cardíacas Sinequias pericárdicas, trat. quir. ( proc. aut.);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-060;NO GES;Cirugías cardíacas Sin circulación extracorpórea;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-061;NO GES;Con Circulación Extracorporea De compl. mayor: incluye reempl. valv. múl, tres o más ptes aortoc. y/o anast. con art. mamaria, correc. card. cong. compl. (por ej.: Fallot, atresia tric, doble salida del vent. der, transp. grandes vasos, vent. único o sim.)...;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-062;NO GES;Con Circulación Extracorporea De complejidad mediana: incluye comunicación interventricular, reemplazo univalvular, uno o dos puentes aortocoronarios, aneurisma ventricular, corrección de Wolf-Parkinson White y otras arritmias;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-063;NO GES;Con Circulación Extracorporea De complejidad menor: incluye comunicación interauricular simple, estenosis pulmonar valvular, estenosis mitral o similar;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-148;NO GES;Cambio de generador de marcapaso (incluye el valor de la prótesis);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-153;NO GES;Implantación de marcapaso c/electrod. intraven. o epicárdico (incluye el valor de la prótesis);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-001;NO GES;Cirugía del opérculo torácico;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-002;NO GES;Cirugía tórax abierto traumático y/o fijación tórax volante, osteosíntesis costales múltiples y de esternón (no incluye el valor de la prótesis);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-003;NO GES;Cirugía de Torax Fenestración o toracoplastía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-004;NO GES;Cirugía de Torax Reparación pectum excavatum o carinatum, (proc. aut.);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-005;NO GES;Cirugía de Torax Resección de costillas y/o pared costal y/o cartílago y/o esternón s/plastía (proc. aut.);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-006;NO GES;Cirugía de Torax Resección de pared costal c/plastía (toracoplastía osteoplástica de York o similar);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-007;NO GES;Toracofrenolaparatomía exploradora c/s reparación vísceras torácicas y abdominales;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-008;NO GES;Toracofrenotomía exploradora;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-009;NO GES;Toracotomía exploradora, c/s biopsia, c/s debridación, c/s drenaje;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-010;NO GES;Toracotomía mínima c/s resección costal, c/s biopsia, c/s drenaje;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-011;NO GES;Mediastinotomía exploradora ant. o post. c/s biopsia proc. aut;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-012;NO GES;Drenaje quirurgico. de mediastino-Vía cervical;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-013;NO GES;Drenaje quirúrgico. de mediastino-Vía torácica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-014;NO GES;Timectomía:- Vía cervical;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-015;NO GES;Timectomía:- Vía torácica medioesternal;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-016;NO GES;Cirugía Mediastino Conducto torácico, ligadura quirúrgica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-017;NO GES;Cirugía Mediastino Tumores o quistes de mediastino (anterior o posterior) trat. quir. c/s disección ganglionar;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-018;NO GES;Cirugía del diafragma con cirugía de vísceras abdominales o torácicas;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-019;NO GES;Cirugía Diafragma Heridas traumáticas, trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-020;NO GES;Hernioplastía diafragmática por vía torácica c/ prótesis (no incluye valor de la prótesis);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-021;NO GES;Hernioplastía diafragmática por vía torácica, sin prótesis;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-022;NO GES;Cirugía del diafragma Tumores, malformaciones o quistes del diafragma (no incluye valor de la prótesis) trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-023;NO GES;Cuerpo extraño pleural, extrac. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-024;NO GES;Decorticación pleuropulmonar (pleurectomía parcial o total);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-025;NO GES;Pleurodesis por pleurotomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-026;NO GES;Pleurodesis por toracotomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-027;NO GES;Pleurotomía única o doble c/s biopsia con trócar;Cirugía Cardiovascular;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
17-04-028;NO GES;Tumores pleurales, trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-029;NO GES;Broncotomía o traqueobroncotomía exploradora o terapéutica por toracotomía (proc. aut.);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-030;NO GES;Cirugía ruptura traqueobronquial o tratamiento quirúrgico fístula postneumonectomía por esternotomía media;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-031;NO GES;Plastía de tráquea y/o bronquios c/s resección, c/s prótesis (no incluye el valor de la prótesis);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-032;NO GES;Tratamiento quirúrgico fístula bronquial por toracotomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-033;NO GES;Tumores traqueales, extirpación;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-034;NO GES;Absceso pulmonar, drenaje por toracotomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-035;NO GES;Biopsia pulmonar por toracotomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-036;NO GES;Bulas, trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-037;NO GES;Cirugía de quiste hidatídico sin resección pulmonar;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-038;NO GES;Cuerpo extraño intrapulmonar, extirp. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-039;NO GES;Heridas de pulmón, trat. quir. (proc. aut.);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-040;NO GES;Cirugía del Pulmón Lobectomía o bilobectomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-041;NO GES;Cirugía del Pulmón Metástasis bilateral, trat. quir. por esternotomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-042;NO GES;Cirugía del Pulmón Metástasis unilateral;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-043;NO GES;Neumonectomía c/s resección de pared costal;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-044;NO GES;Neumostomía (proc. aut.);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-045;NO GES;Cirugía del Pulmón Quistectomía simple;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-046;NO GES;Cirugía del Pulmón Resecciones segmentarias;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-047;NO GES;Esofago Resecciones segmentarias- Vía cervical;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-048;NO GES;Esófago Resecciones segmentarias- Vía torácica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-049;NO GES;Esofagostomía cervical (proc. aut.);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-050;NO GES;Tumores benignos y/o quistes. trat. quir.- Vía cervical;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-051;NO GES;Tumores benignos y/o quistes. trat. quir.- Vía torácica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-052;NO GES;Divertículos, trat. quir.- Vía cervical;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-053;NO GES;Divertículos, trat. quir.- Vía torácica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-054;NO GES;Achalasia, trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-055;NO GES;Atresia esofágica, trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-056;NO GES;Esofagectomía con restitución del tránsito mediante estómago o intestino, parcial o total;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-057;NO GES;Esofagectomía total con esofagostomía, gastrostomía y yeyunostomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-058;NO GES;Esofagogastrectomía proximal;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-059;NO GES;Prótesis o tubo endoesofágico, colocación de (proc. aut.);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-060;NO GES;Reconstitución de tránsito en segundo tiempo (estómago o intestino) de operación cód. 17-04-057;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-061;NO GES;Sutura herida o perforación esófago cervical;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-062;NO GES;Sutura herida o perforación esófago torácico;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-063;NO GES;Várices, ligadura directa;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-064;NO GES;Frenoparálisis trat. quir.;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-07-021;NO GES;Laringotraqueobroncoscopía con fibroscopio;Cirugía de Tórax;;Proc;Intervención Quirúrgica No Oncológica;;;;
17-07-023;NO GES;Mediastinoscopia c/s biopsia;Cirugía de Tórax;;Proc;Intervención Quirúrgica No Oncológica;;;;
17-07-024;NO GES;Pleuroscopia (toracoscopia) c/s biopsia;Cirugía de Tórax;;Proc;Intervención Quirúrgica No Oncológica;;;;
17-07-027;NO GES;Broncoaspiración, c/s lavado y/o colocación de medicamentos por sonda traqueobronquial (proc. aut.);Cirugía de Tórax;;Proc;Intervención Quirúrgica No Oncológica;;;;
17-07-034;NO GES;Cuerpo extraño de bronquio, extracción por vía endoscópica (incluye la endoscopia);Cirugía de Tórax;;Proc;Intervención Quirúrgica No Oncológica;;;;
17-0X-XXX;NO GES;CIRUGIA CARDIOVASCULAR;Cirugía Cardiovascular;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
18-02-001;NO GES;Hernia diafragmatica por via abdominal o cualquiera otra hernia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-002;NO GES;Hernia incisional o evisceración post-op. sin resección intestinal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-003;NO GES;Hernia Inguinal, crural, umbilical, de la línea blanca o similares, recidivada o no, simple o estrangulada s/resección intest. c/u;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-004;NO GES;Laparotomía exploradora, c/s liberación de adherencias, c/s drenaje, c/s biopsias como proc. aut. o como resultado de una herida penetrante abdominal no complicada o de un emoperitoneo postoperatorio ...;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-005;NO GES;Onfalocele (hasta 5 cms.), trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-006;NO GES;Onfalocele (mas de 5 cms.), trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-007;NO GES;Peritonitis difusa aguda, trat. quir. (proc. aut.) ;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-008;NO GES;Tumor y/o quiste, trat. quir..Peritoneal (parietal);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
18-02-009;NO GES;Tumor y/o quiste, trat. quir.:Retroperitoneal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
18-02-010;NO GES;Antrectomía y vagotomía troncular o selectiva (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-011;NO GES;Desgastrectomía y neoanastomosis, c/s vaguectomía;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
