CODIGO;Código Nuevo;NOMBRE;Región Codigo;Región Nombre;COMUNA;Nom. Comuna;SS Codigo;SS Nombre;Tipo de Establecimiento;Nivel de Atención;Nivel de Atención DEIS;Dependencia de Ejecución;Certificación;Hospital;Especialidad;ACTIVO;Vigente
16-320;116320;Centro de Salud Familiar Amanda Benavente;7;Del Maule;07403;Longaví;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-321;116321;Centro de Salud Familiar Marta Estévez;7;Del Maule;07405;Retiro;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-322;116322;Centro de Salud Familiar Dr. Pedro Rivas Pinochet;7;Del Maule;07203;Pelluhue;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-323;116323;Centro de Salud Familiar Oscar Bonilla;7;Del Maule;07401;Linares;16;Del Maule;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-324;116324;Centro de Salud Familiar San Rafael (San Rafael);7;Del Maule;07110;San Rafael;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-325;116325;Centro de Salud Familiar Sagrada Familia;7;Del Maule;07307;Sagrada Familia;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-326;116326;Centro de Salud Familiar Villa Prat;7;Del Maule;07307;Sagrada Familia;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-327;116327;Centro de Salud Familiar Vichuquén;7;Del Maule;07309;Vichuquén;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-328;116328;Centro de Salud Familiar Romeral;7;Del Maule;07306;Romeral;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-329;116329;Centro de Salud Familiar Armando Williams;7;Del Maule;07201;Cauquenes;16;Del Maule;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-330;116330;Centro de Salud Familiar Sarmiento;7;Del Maule;07301;Curicó;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-331;116331;Centro de Salud Familiar Carlos Trupp;7;Del Maule;07101;Talca;16;Del Maule;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-332;116332;Centro de Salud Familiar Cerro Alto;7;Del Maule;07102;Constitución;16;Del Maule;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-334;116334;Centro de Salud Familiar Empedrado;7;Del Maule;07104;Empedrado;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-335;116335;Centro de Salud Familiar Morza;7;Del Maule;07308;Teno;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-336;116336;Centro de Salud Familiar Comalle;7;Del Maule;07308;Teno;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-338;116338;Centro de Salud Familiar Los Niches;7;Del Maule;07301;Curicó;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-340;116340;Centro de Salud Familiar Las Américas;7;Del Maule;07101;Talca;16;Del Maule;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-341;116341;Centro de Salud Familiar Dr. Ricardo Valdés Hurtado;7;Del Maule;07201;Cauquenes;16;Del Maule;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-342;116342;Centro de Salud Familiar Dr. Carlos Díaz Gidi;7;Del Maule;07406;San Javier;16;Del Maule;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-343;116343;Centro de Salud Familiar Faustino González;7;Del Maule;07101;Talca;16;Del Maule;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-972;200072;Centro de Salud Familiar Villa Magisterio;7;Del Maule;07101;Talca;16;Del Maule;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-601;116601;COSAM de Linares;7;Del Maule;07401;Linares;16;Del Maule;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
16-602;116602;COSAM Del Maule;7;Del Maule;07101;Talca;16;Del Maule;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
16-010;116010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Del Maule);7;Del Maule;07101;Talca;16;Del Maule;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
16-100;116100;Hospital San Juan de Dios (Curicó);7;Del Maule;07301;Curicó;16;Del Maule;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-105;116105;Hospital Dr. César Garavagno Burotto (Talca);7;Del Maule;07101;Talca;16;Del Maule;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-108;116108;Hospital Presidente Carlos Ibáñez del Campo (Linares);7;Del Maule;07401;Linares;16;Del Maule;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-101;116101;Hospital de Teno;7;Del Maule;07308;Teno;16;Del Maule;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-102;116102;Hospital de Molina;7;Del Maule;07304;Molina;16;Del Maule;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-103;116103;Hospital de Hualañé;7;Del Maule;07302;Hualañé;16;Del Maule;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-104;116104;Hospital de Licantén;7;Del Maule;07303;Licantén;16;Del Maule;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-106;116106;Hospital de Curepto;7;Del Maule;07103;Curepto;16;Del Maule;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-109;116109;Hospital Dr. Abel Fuentealba Lagos de San Javier;7;Del Maule;07406;San Javier;16;Del Maule;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;Atención de Especialidad;SI;SI
16-112;116112;Hospital Dr. Benjamín Pedreros (Chanco);7;Del Maule;07202;Chanco;16;Del Maule;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-107;116107;Hospital de Constitución;7;Del Maule;07102;Constitución;16;Del Maule;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-110;116110;Hospital San José (Parral);7;Del Maule;07404;Parral;16;Del Maule;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-111;116111;Hospital San Juan de Dios (Cauquenes);7;Del Maule;07201;Cauquenes;16;Del Maule;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
16-053;116053;Hospital Militar de Campaña (Talca);7;Del Maule;07101;Talca;16;Del Maule;0;Secundario;Terciario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
16-056;116056;Hospital de Campaña de Italia (Talca);7;Del Maule;07101;Talca;16;Del Maule;0;Secundario;Terciario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
16-400;116400;Posta de Salud Rural Limávida;7;Del Maule;07103;Curepto;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-401;116401;Posta de Salud Rural Monterilla;7;Del Maule;07308;Teno;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-402;116402;Posta de Salud Rural Pilén;7;Del Maule;07201;Cauquenes;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-403;116403;Posta de Salud Rural El Manzano ( Teno);7;Del Maule;07308;Teno;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-404;116404;Posta de Salud Rural Santa Blanca;7;Del Maule;07308;Teno;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-405;116405;Posta de Salud Rural Palquibudi;7;Del Maule;07305;Rauco;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-406;116406;Posta de Salud Rural El Parrón;7;Del Maule;07305;Rauco;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-407;116407;Posta de Salud Rural Pellines (Empedrado);7;Del Maule;07104;Empedrado;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-408;116408;Posta de Salud Rural El Peumal;7;Del Maule;07306;Romeral;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-409;116409;Posta de Salud Rural El Calabozo;7;Del Maule;07306;Romeral;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-410;116410;Posta de Salud Rural Los Queñes;7;Del Maule;07306;Romeral;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-411;116411;Posta de Salud Rural Huaquén (Curepto);7;Del Maule;07103;Curepto;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-412;116412;Posta de Salud Rural Pejerrey;7;Del Maule;07401;Linares;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-413;116413;Posta de Salud Rural Tutuquén;7;Del Maule;07301;Curicó;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-415;116415;Posta de Salud Rural Chequenlemu;7;Del Maule;07301;Curicó;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-416;116416;Posta de Salud Rural Upeo;7;Del Maule;07301;Curicó;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-417;116417;Posta de Salud Rural Potrero Grande;7;Del Maule;07301;Curicó;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-418;116418;Posta de Salud Rural Cordillerilla;7;Del Maule;07301;Curicó;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-419;116419;Posta de Salud Rural Pichingal;7;Del Maule;07304;Molina;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-420;116420;Posta de Salud Rural Itahue;7;Del Maule;07304;Molina;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI
16-421;116421;Posta de Salud Rural El Radal;7;Del Maule;07304;Molina;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-422;116422;Posta de Salud Rural El Yacal;7;Del Maule;07304;Molina;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-424;116424;Posta de Salud Rural La Huerta;7;Del Maule;07302;Hualañé;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-425;116425;Posta de Salud Rural Lora;7;Del Maule;07303;Licantén;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-426;116426;Posta de Salud Rural Duao de Licantén;7;Del Maule;07303;Licantén;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI
16-427;116427;Posta de Salud Rural Iloca;7;Del Maule;07303;Licantén;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-428;116428;Posta de Salud Rural Llico de Vichuquén;7;Del Maule;07309;Vichuquén;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI
16-429;116429;Posta de Salud Rural Lipimávida;7;Del Maule;07309;Vichuquén;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI
16-430;116430;Posta de Salud Rural El Colo;7;Del Maule;07202;Chanco;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-431;116431;Posta de Salud Rural Rarín;7;Del Maule;07309;Vichuquén;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI
16-432;116432;Posta de Salud Rural Camarico (Río Claro);7;Del Maule;07108;Río Claro;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI
16-433;116433;Posta de Salud Rural Porvenir;7;Del Maule;07108;Río Claro;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-434;116434;Posta de Salud Rural Peñaflor;7;Del Maule;07108;Río Claro;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI
16-435;116435;Posta de Salud Rural Coipué (Curepto);7;Del Maule;07103;Curepto;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-436;116436;Posta de Salud Rural Carrizalillo (Constitución );7;Del Maule;07102;Constitución;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-437;116437;Posta de Salud Rural Botalcura;7;Del Maule;07107;Pencahue;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-438;116438;Posta de Salud Rural Corinto;7;Del Maule;07107;Pencahue;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-439;116439;Posta de Salud Rural Tanhuao;7;Del Maule;07107;Pencahue;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI
16-440;116440;Posta de Salud Rural Colín;7;Del Maule;07105;Maule;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI
16-441;116441;Posta de Salud Rural Duao de Maule;7;Del Maule;07105;Maule;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI
16-442;116442;Posta de Salud Rural Quiñipeumo;7;Del Maule;07105;Maule;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-443;116443;Posta de Salud Rural Peumo Negro;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-444;116444;Posta de Salud Rural La Placeta;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-445;116445;Posta de Salud Rural Punta de Diamante;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-446;116446;Posta de Salud Rural Las Lomas (San Clemente );7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-447;116447;Posta de Salud Rural Mariposas;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-448;116448;Posta de Salud Rural Vilches;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-449;116449;Posta de Salud Rural Corralones;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-450;116450;Posta de Salud Rural Los Montes;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-451;116451;Posta de Salud Rural El Colorado;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-452;116452;Posta de Salud Rural La Suiza;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-453;116453;Posta de Salud Rural Maitenes;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-454;116454;Posta de Salud Rural Rapilermo;7;Del Maule;07103;Curepto;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-455;116455;Posta de Salud Rural Gualleco;7;Del Maule;07103;Curepto;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-456;116456;Posta de Salud Rural Calpún;7;Del Maule;07103;Curepto;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-457;116457;Posta de Salud Rural Putú;7;Del Maule;07102;Constitución;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-458;116458;Posta de Salud Rural Buenos Aires;7;Del Maule;07109;San Clemente;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-459;116459;Posta de Salud Rural Nirivilo;7;Del Maule;07406;San Javier;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-460;116460;Posta de Salud Rural Rastrojos;7;Del Maule;07406;San Javier;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-461;116461;Posta de Salud Rural Villavicencio;7;Del Maule;07406;San Javier;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-462;116462;Posta de Salud Rural Huerta;7;Del Maule;07406;San Javier;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-463;116463;Posta de Salud Rural Melozal;7;Del Maule;07406;San Javier;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-464;116464;Posta de Salud Rural Caliboro;7;Del Maule;07406;San Javier;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-465;116465;Posta de Salud Rural El Sauce de San Javier;7;Del Maule;07406;San Javier;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-466;116466;Posta de Salud Rural Estación;7;Del Maule;07407;Villa Alegre;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-467;116467;Posta de Salud Rural Putagán;7;Del Maule;07407;Villa Alegre;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-468;116468;Posta de Salud Rural Lagunillas ( Villa Alegre );7;Del Maule;07407;Villa Alegre;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-469;116469;Posta de Salud Rural Peñuelas;7;Del Maule;07407;Villa Alegre;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-470;116470;Posta de Salud Rural Orilla de Maule;7;Del Maule;07408;Yerbas Buenas;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-471;116471;Posta de Salud Rural Maitencillo (Yerbas Buenas);7;Del Maule;07408;Yerbas Buenas;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-472;116472;Posta de Salud Rural Maule Sur;7;Del Maule;07402;Colbún;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-473;116473;Posta de Salud Rural Palmilla (Linares);7;Del Maule;07401;Linares;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-474;116474;Posta de Salud Rural Embalse Ancoa;7;Del Maule;07401;Linares;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-475;116475;Posta de Salud Rural Peumal;7;Del Maule;07406;San Javier;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-476;116476;Posta de Salud Rural Vega de Salas;7;Del Maule;07401;Linares;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-477;116477;Posta de Salud Rural Chupallar;7;Del Maule;07401;Linares;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-478;116478;Posta de Salud Rural Los Hualles;7;Del Maule;07401;Linares;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-479;116479;Posta de Salud Rural Las Cañas;7;Del Maule;07102;Constitución;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-480;116480;Posta de Salud Rural Miraflores;7;Del Maule;07403;Longaví;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-481;116481;Posta de Salud Rural Huimeo;7;Del Maule;07403;Longaví;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-482;116482;Posta de Salud Rural Mesamávida (Longaví);7;Del Maule;07403;Longaví;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-483;116483;Posta de Salud Rural La Quinta;7;Del Maule;07403;Longaví;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-484;116484;Posta de Salud Rural San José (Longaví);7;Del Maule;07403;Longaví;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-486;116486;Posta de Salud Rural Loma de Vásquez;7;Del Maule;07403;Longaví;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-487;116487;Posta de Salud Rural Piguchén (Retiro);7;Del Maule;07405;Retiro;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-488;116488;Posta de Salud Rural Villaseca;7;Del Maule;07405;Retiro;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-489;116489;Posta de Salud Rural Talhuenes;7;Del Maule;07405;Retiro;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-490;116490;Centro Comunitario de Salud Familiar Camelias;7;Del Maule;07405;Retiro;16;Del Maule;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-491;116491;Posta de Salud Rural San Marcos (Retiro);7;Del Maule;07405;Retiro;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-492;116492;Posta de Salud Rural Copihue;7;Del Maule;07405;Retiro;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-493;116493;Posta de Salud Rural Los Canelos (Parral);7;Del Maule;07404;Parral;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-494;116494;Posta de Salud Rural Bullileo;7;Del Maule;07404;Parral;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-495;116495;Posta de Salud Rural Digua;7;Del Maule;07404;Parral;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-496;116496;Posta de Salud Rural Catillo;7;Del Maule;07404;Parral;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-497;116497;Posta de Salud Rural Perquilauquén;7;Del Maule;07404;Parral;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-498;116498;Posta de Salud Rural Tapihue;7;Del Maule;07201;Cauquenes;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-499;116499;Posta de Salud Rural Cayurranquil;7;Del Maule;07201;Cauquenes;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-500;116500;Posta de Salud Rural Santo Toribio;7;Del Maule;07201;Cauquenes;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-501;116501;Posta de Salud Rural Quella;7;Del Maule;07201;Cauquenes;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-502;116502;Posta de Salud Rural Tres Esquinas (Cauquenes);7;Del Maule;07201;Cauquenes;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
16-503;116503;Posta de Salud Rural Cancha de Los Huevos;7;Del Maule;07201;Cauquenes;16;Del Maule;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
