CODIGO;Código Nuevo;NOMBRE;Región Codigo;Región Nombre;COMUNA;Nom. Comuna;SS Codigo;SS Nombre;Tipo de Establecimiento;Nivel de Atención;Nivel de Atención DEIS;Dependencia de Ejecución;Certificación;Hospital;Especialidad;ACTIVO;Vigente
29-703;129703;Centro Comunitario de Salud Familiar Consultorio Alemania de Angol;9;De La Araucanía;09201;Angol;29;A. Norte;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-705;129705;Centro Comunitario de Salud Familiar Capitán Pastene;9;De La Araucanía;09207;Lumaco;29;A. Norte;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-718;129718;Centro Comunitario de Salud Familiar Cons. Victoria;9;De La Araucanía;09211;Victoria;29;A. Norte;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-902;200270;Centro Comunitario de Salud Familiar Santa Mónica;9;De La Araucanía;09202;Collipulli;29;A. Norte;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-012;129012;Clínica Dental Móvil Triple. Pat. BBTD27 (Angol);9;De La Araucanía;09201;Angol;29;A. Norte;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;Autogestionado;NO;Atención de Especialidad;SI;SI
29-013;129013;Clínica Dental Móvil Triple. Pat. BBTD28 (Angol);9;De La Araucanía;09201;Angol;29;A. Norte;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
29-102;129102;Consultorio Los Sauces;9;De La Araucanía;09206;Los Sauces;29;A. Norte;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-105;129105;Consultorio Lumaco;9;De La Araucanía;09207;Lumaco;29;A. Norte;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-300;129300;Centro de Salud Familiar Renaico;9;De La Araucanía;09209;Renaico;29;A. Norte;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-302;129302;Consultorio Ercilla;9;De La Araucanía;09204;Ercilla;29;A. Norte;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-301;129301;Centro de Salud Familiar Huequén;9;De La Araucanía;09201;Angol;29;A. Norte;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-303;129303;Centro de Salud Familiar Alemania de Angol;9;De La Araucanía;09201;Angol;29;A. Norte;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-304;129304;Centro de Salud Familiar Piedra del Águila;9;De La Araucanía;09201;Angol;29;A. Norte;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-318;129318;Centro de Salud Familiar Victoria;9;De La Araucanía;09211;Victoria;29;A. Norte;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-010;129010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Norte);9;De La Araucanía;09201;Angol;29;A. Norte;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
29-100;129100;Hospital Dr. Mauricio Heyermann (Angol);9;De La Araucanía;09201;Angol;29;A. Norte;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
29-106;129106;Hospital San José de Victoria;9;De La Araucanía;09211;Victoria;29;A. Norte;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
29-101;129101;Hospital de Purén;9;De La Araucanía;09208;Purén;29;A. Norte;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
29-103;129103;Hospital de Collipulli;9;De La Araucanía;09202;Collipulli;29;A. Norte;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
29-107;129107;Hospital Dr. Oscar Hernández E.(Curacautín);9;De La Araucanía;09203;Curacautín;29;A. Norte;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
29-108;129108;Hospital de Lonquimay;9;De La Araucanía;09205;Lonquimay;29;A. Norte;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
29-104;129104;Hospital Dr. Dino Stagno M.(Traiguén);9;De La Araucanía;09210;Traiguén;29;A. Norte;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
29-050;129050;Hospital de Campaña Estados Unidos (Angol);9;De La Araucanía;09201;Angol;29;A. Norte;0;Secundario;Terciario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
29-051;129051;Hospital de Campaña Nº 2 (Servicio de Salud);9;De La Araucanía;09201;Angol;29;A. Norte;0;Secundario;Terciario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
29-052;129052;Hospital de Campaña Nº 3 (Servicio de Salud);9;De La Araucanía;09201;Angol;29;A. Norte;0;Secundario;Terciario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
29-400;129400;Posta de Salud Rural Vegas Blancas;9;De La Araucanía;09201;Angol;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-401;129401;Posta de Salud Rural Coyanco;9;De La Araucanía;09201;Angol;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-403;129403;Posta de Salud Rural Colonia Manuel Rodríguez;9;De La Araucanía;09201;Angol;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-404;129404;Posta de Salud Rural Cuartel Quemado;9;De La Araucanía;09208;Purén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI
29-405;129405;Posta de Salud Rural Coyancahuín;9;De La Araucanía;09208;Purén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-406;129406;Posta de Salud Rural El Lingue;9;De La Araucanía;09208;Purén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-407;129407;Posta de Salud Rural San Ramón de Los Sauces;9;De La Araucanía;09206;Los Sauces;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-408;129408;Posta de Salud Rural Trintre;9;De La Araucanía;09206;Los Sauces;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-409;129409;Posta de Salud Rural Tijeral;9;De La Araucanía;09209;Renaico;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-410;129410;Posta de Salud Rural Maica;9;De La Araucanía;09202;Collipulli;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-411;129411;Posta de Salud Rural Mininco;9;De La Araucanía;09202;Collipulli;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-412;129412;Posta de Salud Rural La Batalla;9;De La Araucanía;09202;Collipulli;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-413;129413;Posta de Salud Rural Amargo;9;De La Araucanía;09202;Collipulli;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-414;129414;Posta de Salud Rural Niblinto;9;De La Araucanía;09202;Collipulli;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-415;129415;Posta de Salud Rural Chequenco;9;De La Araucanía;09204;Ercilla;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-416;129416;Posta de Salud Rural Aniñir;9;De La Araucanía;09210;Traiguén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-417;129417;Posta de Salud Rural Molco;9;De La Araucanía;09210;Traiguén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-418;129418;Posta de Salud Rural Quechereguas;9;De La Araucanía;09210;Traiguén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-419;129419;Posta de Salud Rural Santa Rosa (Los Sauces );9;De La Araucanía;09206;Los Sauces;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;NO;SI
29-420;129420;Posta de Salud Rural Temulemu;9;De La Araucanía;09210;Traiguén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-421;129421;Posta de Salud Rural Quilquén;9;De La Araucanía;09210;Traiguén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-423;129423;Posta de Salud Rural Pichipellahuén;9;De La Araucanía;09207;Lumaco;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;NO;SI
29-424;129424;Posta de Salud Rural Curilebu;9;De La Araucanía;09207;Lumaco;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-425;129425;Posta de Salud Rural Manzanar ( Lumaco );9;De La Araucanía;09207;Lumaco;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-426;129426;Posta de Salud Rural Chanco;9;De La Araucanía;09207;Lumaco;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-427;129427;Posta de Salud Rural La Herradura;9;De La Araucanía;09207;Lumaco;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-428;129428;Posta de Salud Rural Loncoyán;9;De La Araucanía;09208;Purén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-429;129429;Posta de Salud Rural Selva Oscura;9;De La Araucanía;09211;Victoria;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-430;129430;Posta de Salud Rural Púa;9;De La Araucanía;09211;Victoria;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-431;129431;Posta de Salud Rural Quino;9;De La Araucanía;09211;Victoria;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-432;129432;Centro Comunitario de Salud Familiar Pailahueque;9;De La Araucanía;09204;Ercilla;29;A. Norte;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-433;129433;Posta de Salud Rural Rosario;9;De La Araucanía;09211;Victoria;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-434;129434;Posta de Salud Rural Cullinco;9;De La Araucanía;09211;Victoria;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-435;129435;Posta de Salud Rural California;9;De La Araucanía;09211;Victoria;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-436;129436;Posta de Salud Rural Reducción Pailahueque;9;De La Araucanía;09211;Victoria;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-437;129437;Posta de Salud Rural Huitranlebu;9;De La Araucanía;09208;Purén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-438;129438;Posta de Salud Rural Chacaico;9;De La Araucanía;09204;Ercilla;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-439;129439;Posta de Salud Rural Tricauco;9;De La Araucanía;09204;Ercilla;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-440;129440;Posta de Salud Rural Temocuicui;9;De La Araucanía;09204;Ercilla;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-441;129441;Posta de Salud Rural Malalcahuello;9;De La Araucanía;09203;Curacautín;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-442;129442;Posta de Salud Rural Río Blanco (Curacautín);9;De La Araucanía;09203;Curacautín;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-443;129443;Posta de Salud Rural La Tepa;9;De La Araucanía;09203;Curacautín;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-444;129444;Posta de Salud Rural Santa Ana;9;De La Araucanía;09203;Curacautín;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-445;129445;Posta de Salud Rural Radalco;9;De La Araucanía;09203;Curacautín;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-446;129446;Posta de Salud Rural Rariruca;9;De La Araucanía;09203;Curacautín;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-447;129447;Posta de Salud Rural Manzanar ( Curacautín );9;De La Araucanía;09203;Curacautín;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-448;129448;Posta de Salud Rural Contraco;9;De La Araucanía;09205;Lonquimay;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-449;129449;Posta de Salud Rural Lolén;9;De La Araucanía;09205;Lonquimay;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-450;129450;Posta de Salud Rural Sierra Nevada;9;De La Araucanía;09205;Lonquimay;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-451;129451;Posta de Salud Rural Icalma;9;De La Araucanía;09205;Lonquimay;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI
29-452;129452;Posta de Salud Rural Liucura (Lonquimay);9;De La Araucanía;09205;Lonquimay;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;Invitado;NO;Atención de Especialidad;SI;SI
29-453;129453;Posta de Salud Rural Pedregoso (Lonquimay);9;De La Araucanía;09205;Lonquimay;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-454;129454;Posta de Salud Rural Pichipehuenco;9;De La Araucanía;09205;Lonquimay;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-455;129455;Posta de Salud Rural Troyo;9;De La Araucanía;09205;Lonquimay;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-456;129456;Posta de Salud Rural Ranquil;9;De La Araucanía;09205;Lonquimay;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI
29-585;129585;Posta de Salud Rural Pivadenco;9;De La Araucanía;09206;Los Sauces;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-586;129586;Posta de Salud Rural Didaico;9;De La Araucanía;09210;Traiguén;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-587;129587;Posta de Salud Rural Encinar;9;De La Araucanía;09202;Collipulli;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-588;129588;Posta de Salud Rural Santa Julia;9;De La Araucanía;09203;Curacautín;29;A. Norte;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-011;129011;PRAIS (S.S Araucanía Norte);9;De La Araucanía;09201;Angol;29;A. Norte;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
29-803;129803;SAR Alemania;9;De La Araucanía;09201;Angol;29;A. Norte;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
29-237;129237;Vacunatorio Myrta Aravena Fuentes;9;De La Araucanía;09201;Angol;9;M. Norte;Vacunatorio;No Aplica;No Aplica;Privado;No Autogestionado;NO;No Especialidad;SI;SI
21-600;121600;COSAM Amanecer;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
21-780;121780;Centro Comunitario de Salud Familiar Villa el Salar;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-781;121781;Centro Comunitario de Salud Familiar 21 de Mayo;9;De La Araucanía;09120;Villarrica;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-782;121782;Centro Comunitario de Salud Familiar Arquenco;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-783;121783;Centro Comunitario de Salud Familiar Los Volcanes;9;De La Araucanía;09120;Villarrica;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-784;121784;Centro Comunitario de Salud Familiar El Carmen;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
21-785;121785;Centro Comunitario de Salud Familiar San Antonio;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
21-786;121786;Centro Comunitario de Salud Familiar Ultraestación;9;De La Araucanía;09114;Pitrufquén;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-787;121787;Centro Comunitario de Salud Familiar Guacolda;9;De La Araucanía;09108;Lautaro;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-788;121788;Centro Comunitario de Salud Familiar Las Quilas;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-789;121789;Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora;9;De La Araucanía;09108;Lautaro;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-915;200290;Centro Comunitario de Salud Familiar El Alto;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-343;121343;Centro de Referencia de Salud Miraflores;9;De La Araucanía;09101;Temuco;21;A. Sur;Centro de Referencia de Salud;Secundario;Secundario;Servicio de Salud;No Autogestionado;SI;Atención de Especialidad;SI;SI
21-012;121012;Clínica Dental Móvil Doble. Pat. BBZV83 (Temuco);9;De La Araucanía;09101;Temuco;21;A. Sur;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
21-013;121013;Clínica Dental Móvil Doble. Pat. BBZV84 (Temuco);9;De La Araucanía;09101;Temuco;21;A. Sur;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
21-014;121014;Clínica Dental Móvil Doble. Pat. BBZV85 (Temuco);9;De La Araucanía;09101;Temuco;21;A. Sur;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
21-345;121345;CECOSAM Temuco;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
21-313;121313;Consultorio Curarrehue;9;De La Araucanía;09104;Curarrehue;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-323;121323;Consultorio Perquenco;9;De La Araucanía;09113;Perquenco;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-339;121339;Centro de Salud Intercultural Boroa Filulawen;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Consultorio General Rural;Primario;Primario;Otra Institución;No Autogestionado;NO;No Especialidad;SI;SI
21-352;121352;Centro de Salud Docente Asistencial Monseñor Sergio Valech;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-353;121353;Centro de Salud Rural Pitrufquén;9;De La Araucanía;09114;Pitrufquén;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-355;121355;Centro de Salud Familiar Rural Pucón;9;De La Araucanía;09115;Pucón;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-303;121303;Centro de Salud Familiar Miraflores (Temuco);9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
21-304;121304;Centro de Salud Familiar Freire;9;De La Araucanía;09105;Freire;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-305;121305;Centro de Salud Familiar Villa Alegre;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-306;121306;Centro de Salud Familiar Santa Rosa;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-307;121307;Centro de Salud Familiar Amanecer;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-308;121308;Centro de Salud Familiar Padre Las Casas;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-309;121309;Centro de Salud Familiar Pueblo Nuevo;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-311;121311;Centro de Salud Familiar Melipeuco;9;De La Araucanía;09110;Melipeuco;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-312;121312;Centro de Salud Familiar Teodoro Schmidt;9;De La Araucanía;09117;Teodoro Schmidt;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-326;121326;Centro de Salud Familiar Andrés Sandoval Calderón;9;De La Araucanía;09103;Cunco;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-327;121327;Centro de Salud Familiar Chol Chol;9;De La Araucanía;09121;Cholchol;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-328;121328;Centro de Salud Familiar Trovolhue;9;De La Araucanía;09102;Carahue;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-334;121334;Centro de Salud Familiar Villarrica;9;De La Araucanía;09120;Villarrica;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-336;121336;Centro de Salud Familiar Las Colinas;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-337;121337;Centro de Salud Familiar Quepe;9;De La Araucanía;09105;Freire;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-341;121341;Centro de Salud Familiar Nueva Imperial;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-342;121342;Centro de Salud Familiar Pulmahue;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-346;121346;Centro de Salud Familiar Lautaro;9;De La Araucanía;09108;Lautaro;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-347;121347;Centro de Salud Familiar Pedro de Valdivia;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;Invitado;NO;Atención de Especialidad;SI;SI
21-348;121348;Centro de Salud Familiar Lican Ray;9;De La Araucanía;09120;Villarrica;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-349;121349;Centro de Salud Familiar Hualpín;9;De La Araucanía;09117;Teodoro Schmidt;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-350;121350;Centro de Salud Familiar Labranza;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;Invitado;NO;Atención de Especialidad;SI;SI
21-354;121354;Centro de Salud Familiar Los Volcanes;9;De La Araucanía;09120;Villarrica;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-657;121657;Centro de Salud Familiar Metodista (Organizaciones sin fines de lucro y ONG);9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Otra Institución;No Autogestionado;NO;No Especialidad;SI;SI
21-911;200183;Centro de Salud Familiar El Carmen;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-913;200207;Centro de Salud Familiar Conun Huenu;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
21-344;121344;COSAM PRAIS;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
21-351;121351;COSAM Padre las Casas;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
