Código;Prestación;COD;Tipo de lista;Vigencia Entrada;Vigencia Salida;Nombre Tipo de Procedimiento;Especialidad;Edad_Min año;Edad_Max año;tipo de Especialidad
12-02-077;Desprendimiento Coroídeo O Hemorragia Coroídea, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-078;Cirugía Fotorrefractiva O Fototerapéutica De Córnea, Cualquier Técnica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-164;Facoéresis Extracapsular Con Implante De Lente Intraocular (Incluye El Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-173;Operación Triple (Injerto, Facoéresis E Implante De Lente Intraocular) (Incluye Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
13-02-002;Cuerpo Extraño En Conducto Auditivo Externo, Extracción De, Por Vía Retroauricular;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-003;Fístula Preauricular Complicada, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-004;Tumor Benigno, Oído Externo Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-005;Tumor Maligno, Oído Externo Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-006;Oído Medio Estapedectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-007;Oído Medio Mastoidectomía C/S Sección Cuerda Del Tímpano;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-008;Mucositis Timpánica O Mixiosis Uni O Bilateral Del Oído Medio Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-009;Operación Radical Del Oído C/S Sección Cuerda Del Tímpano;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-010;Oído Medio Petrositis, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-011;Reconstitución Funcional De Oído Radicalizado;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-012;Timpanoplastía Funcional Medio Medio (Cualquier Tipo) C/S Mastoidectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-013;Oído Medio Y Externo Agenesia O Estenosis, Reconstitución Plástica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-014;Oído Medio Y Externo Exostosis, Resección Retro O Endoaural;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-015;Oido Medio Neurectomía De Jacobson;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-016;Reconstitución De Conducto Auditivo Externo, C/S Tímpanoplastía (Incluye Revisión De Cadena Osicular);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-017;Tumor Glómico Oído Medio , Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-018;Oído Interno Y Nervio Acústico Laberintectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-019;Neurinoma Del Acústico, Trat. Quir. Vía Translaberíntica Y/O Fosa Media;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-020;Descompresión Intraósea C/S Plastía Nervio Facial;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-021;Lesiones A Nivel Del Conducto Auditivo Interno, Nervio Facial Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-022;Biopsia Buco-Faríngea (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-023;Sección Simple Y/O Resección Frenillo Sublingual;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-024;Absceso O Flegmon Piso De La Boca;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-025;Absceso O Flegmon Periamigdaliano;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-026;Absceso O Flegmon Retrofaríngeo O Faringolaríngeo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-028;Absceso O Flegmon Adenoidectomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-029;Amigdalectomía C/S Adenoidectomía, Uni O Bilateral;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-030;Cálculos Salivales, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-031;Tumor Benigno De La Mucosa Bucal,  Extirp. C/S  Biopsia Bucofaríngea;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-032;Tumor Maligno De Las Amígdalas, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-033;Tumor Base Lengua, Extirpación De:Benigno;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-034;Tumor Base Lenguamaligno, C/S Disección Radical Cuello;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-035;Faringoplastía (Cualq. Técn.), C/S Desplazamiento De Colgajos;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-036;Fibroangioma Del Rinofarinx, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-037;Glosectomía Total C/S Disección Radical De Cuello (Operación De Trotter O Similar);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-038;Abscesos Y Hematoma Del Tabique Nasal, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-039;Naríz , Senos Paranasales Y Vías Lagrimales Arteria Esfenopalatina, Cauterización Por Vía Nasal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-040;Naríz , Senos Paranasales Y Vías Lagrimales Arteria Maxilar Interna, Ligadura De (Por Vía Transmaxilar);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-041;Naríz , Senos Paranasales Y Vías Lagrimales Arterias Etmoidales Anteriores, Ligadura De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-042;Turbinectomía O Electrocauterización De Cornetes;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-043;Conducto Y/O Seno Lagrimal, Obstrucción Del, Trat. Quir. Por Vía Nasal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-044;Etmoidectomía Endo O Exonasal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-045;Fístula Buco-Sinusal, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-046;Fractura Nasal Reciente, Cerrada O Expuesta, Reducc. C/S Yeso;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-047;Naríz , Senos Paranasales Y Vías Lagrimales Nervio Vidiano, Sección Del (Por Cualquier Vía);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-048;Perforación Del Tabique Nasal , Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-049;Pólipo Nasal Y/O Coanal, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-050;Rinitis Atrófica, Trat. Por Inclusión Submucosa, Con Cualquier Material, Uni O Bilateral;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-051;Rinofima, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-052;Rinoplastía Y/O Septoplastía, Cualquier Técnica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-053;Naríz , Senos Paranasales Y Vías Lagrimales Seno Esfenoidal, Abertura (Vía Transetmoidal O Transeptal);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-054;Naríz , Senos Paranasales Y Vías Lagrimales Seno Frontal, Trat. Quir. C/S Vaciamiento Etmoidal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-055;Naríz , Senos Paranasales Y Vías Lagrimales Seno Maxilar, Antrostomía C/S Etmoidectomía ( Operación De Cadwell Luc Y Sim.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-056;Sinequia Nasal, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-057;Tumor Nasal, Extirp. Por Rinotomía Lateral;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-058;Vaciamiento Etmoidal Por Vía Nasal C/S Polipectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-059;Laringe Y Traquea Aritenoidectomía Vía Endoscópica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-060;Laringe Y Traqueam Aritenoidectomía Vía Externa;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-061;Decorticación De Cuerdas Vocales C/Microscopio;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-062;Cuerdas Vocales, Tum. Benig.Por Laringotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-063;Cuerdas Vocales, Tum. Benig.Por Vía Endoscópica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-064;Cordectomía Laríngea O Sinequia Cuerdas Vocales Por Vía Ext.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-065;Estenosis Laringotraqueales Y/O Faríngeas, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-066;Laringectomía Parcial O Subtotal (Cualquier Técnica);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-067;Laringectomía Total Más Faringectomía Parcial;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-068;Laringectomía Total Más Faringectomía Total Y/O Esofagectomía Cervical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-069;Laringocele, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-070;Papilomas Laríngeos, Trat. Quir. (Por Sesión);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-071;Parálisis De Cuerdas Vocales, Trat. Quir. Cualquier Técnica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-072;Traqueostomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
13-02-073;Estenosis Laringotraqueales Y Faríngeas, Tra. Quir. Por Vía Endoscópica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Otorrinolaringología;0;150;Médica
14-02-001;Tiroidectomia Bilateral Total;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-002;Tiroidectomia Bilateral Subtotal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-003;Bocio Intratorácico, Trat. Quir. Por Esternotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-004;Tiroides Lingual, Trat. Quir. (Op. De Trotter O Similar);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-005;Lobectomía Con O Sin Istmectomía O Resección Parcial;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-006;Tiroidectomía Total Ampliada Con Disección Radical O Modificada De Cuello Uni O Bilateral;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-007;Autoinjerto De Paratiroides (Operación Asociada A Algunas De Las Prestaciones Posteriores);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-008;Explor. Cervical Mas Esternotomía Por Hiperparatiroidismo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-009;Paratiroides, Exploración Cervical Por Hiperparatiroidismo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-010;Paratiroides, Reintervención Por Hiperparatiroidismo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-011;Parotidectomia Parcial (Suprafacial);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-012;Partidectomia Total;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-013;Parotidectomia Total Ampliada (Incluye Musculos, Ganglios, Articulaciones;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-014;Totalización De Parotidectomia Parcial Previa;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-015;Sub-Mandibulectomía Ampliada (Incluye Piso De La Boca, Mandíbula, Músculos, Ganglios Y Articulaciones);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-016;Sub-Mandibulectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-017;Extirpación Sublingual;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-018;Extirpación Sub Lingual Ampliada (Incluye Piso De Boca, Arco Mandibular, Músculos, Ganglios Y Articulaciones);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-019;Absceso Parotídeo, Sub-Maxilar Y/O Cervical Profundo, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-020;Conductos Salivales De Excreción, Reimplantación Oro-Faríngea;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-021;Fístula Salival, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-022;Mucocele O Quiste Labial, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-023;Tortícolis Congénita, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-024;Quistes Y/O Fístulas Del Conducto Tirogloso, Y/O Branquial, Y/O Higroma, Y/O Fístula Preauricular Complicada, Y/U Otros Quistes Y/O Tumores Benignos, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-025;Tumores Del Cuerpo Carotídeo, Trat. Quir. (Incl. Proc. Vascular);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-026;Piel Y Mucosas Biopsia Quir., Mucosa Oronasofaríngea (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-027;Piel Y Mucosas Biopsia Quir., Piel  Y Mucosa Cara (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-028;Resección Cutánea Ampliada (Incluye Musculatura, Ganglios Y Huesos Subyacentes, Desplazamiento De Colgajos);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-029;Resección Cutánea Simple (Sutura Primaria);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-030;Tumor Maligno De Labio Superior O Inferior, Resección Total Del Labio Y Cirugía Reparadora;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-031;Tumor Maligno De Labio Superior O Inferior, Resección Parcial Del Labio Y Cirugía Reparadora;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-032;Resección Parcial  De Nariz Y Cirugía Reparadora;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-033;Resección Total De Nariz Y Cirugía Reparadora;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-034;Resección Fronto-Naso-Etmoidiana;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-035;Exanteración Orbitaria Ampliada (Incluye Etmoides, Hueso Frontal, Base De Cráneo Anterior Y Región Máxilo-Malar);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-036;Hueso Temporal, Extirpación Radical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-037;Maxilectomia Parcial (Incluye Paladar Óseo, Reparación Protésica);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-038;Maxilectomia Parcial (Incluye Paladar Óseo, Reparación Con Colgajo);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-039;Maxilectomia Radical Ampliada (Incluye Exanteración Orbitaria Y De Fosa Craneal Anterior O Media);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-040;Maxilectomia Radical Clásica (Incluye Exanteración Orbitaria Y Reparación Con Colgajo);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-041;Maxilectomia Radical Clásica (Incluye Exanteración Orbitaria Y Reparación Protésica);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-042;Cavidad Oral Glosectomía Parcial, Reparación Primaria;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-043;Cavidad Oral Resección Amplia De Tumor Maligno Y Disección Ganglionar Cervical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-044;Resección De Mandíbula Hemimandibulectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-045;Mandibulectomía Total;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-046;"Resección De Mandíbula Operación ""Comando"" (Incluye Extirp. Del Tumor, Hemimandibulectomía Y Disección Ganglionar Radical De Cuello)";4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
14-02-047;Resección De Mandíbula Parcial;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía De Cabeza Y Cuello;0;150;Médica
