CODIGO;Base REM;Tipo de Prestación;Código SIGTE;NOMBRE;Especialidad;Complejidad Nueva;Temporabilidad;Vigencia Entrada;Vigencia Salida
2104089;SI;4;21-04-089;Amputación mano o del pulgar;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104090;SI;4;21-04-090;Amputación pulpejos (plastía Kutler o similares);Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104091;SI;4;21-04-091;Contractura Dupuytren, trat. quir., cada tiempo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104092;SI;4;21-04-092;Contusión-compresión grave mano, trat. quir. incluye incisiones liberadoras y/o fasciotomía y/o escarectomía y/o injertos piel inmediatos y síntesis percutánea;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104093;SI;4;21-04-093;Dedos en gatillo, trat. quir., cualquier número;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104094;SI;4;21-04-094;Flegmón mano, trat. quir.;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104095;SI;4;21-04-095;Luxofractura metacarpofalángica o interfalángica, trat. quir.;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104096;SI;4;21-04-096;Mano reumática en ráfaga: traslocaciones tendinosas, plastías capsulares, tenotomías, inmovilización postoperatoria;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104097;SI;4;21-04-097;Mano reumática: implant. silastic, cualq. número (proc. aut.);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104098;SI;4;21-04-098;Mutilación grave mano, aseo. quir. completo c/s osteosíntesis, c/s injertos ;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104099;SI;4;21-04-099;Osteosíntesis metacarpianas o de falanges, cualquier técnica;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104100;SI;4;21-04-100;Panadizo, trat. quir.;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104101;SI;4;21-04-101;Pulgarización dedo (índice o anular);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104102;SI;4;21-04-102;Reimplante mano o dedo(s);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104103;SI;4;21-04-103;Reparación flexores: primer tiempo espaciador silastic;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104104;SI;4;21-04-104;Reparación nervio digital con injerto interfascicular: cualquier número;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104105;SI;4;21-04-105;Rupturas cerradas cápsulo-ligament. o tendinosas, trat. quir. mano;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104106;SI;4;21-04-106;"Sutura nervio(s) digital(es); microcirugía";Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104107;SI;4;21-04-107;Tenorrafia extensores mano;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104108;SI;4;21-04-108;Tenorrafia o injertos flexores mano;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104109;SI;4;21-04-109;Tenosinovitis séptica, trat. quir. mano;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104110;SI;4;21-04-110;Trasplante microquirúrgico para pulgar;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104111;SI;4;21-04-111;Transposiciones tendinosas flexoras o extensoras mano;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104112;SI;4;21-04-112;Diastematomielia, resección espolón c/s instrumentación;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104113;SI;4;21-04-113;Escoliosis, trat. quir., cualquier vía de abordaje, e instrumentación de Harrington,  Luque, Dwyer o similares ;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104116;SI;4;21-04-116;Luxaciones, luxofracturas vertebrales (cervical, dorsal, lumbar), reducción cruenta, cualquier vía de abordaje, cualquier número;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104117;SI;4;21-04-117;Osteotomías vertebrales correctoras, c/s instrumentación, c/s injertos óseos, c/s artrodesis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104118;SI;4;21-04-118;Plastías costales, cualquier número;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104119;SI;4;21-04-119;Reemplazo cuerpo vertebral con artrodesis c/s osteosíntesis c/s instrumentación;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104121;SI;4;21-04-121;Resección del coxis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104122;SI;4;21-04-122;Osteosíntesis en fractura de arco anterior de pelvis y disyunciones pubianas;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104123;SI;4;21-04-123;Fractura de pelvis, osteosíntesis quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104124;SI;4;21-04-124;Osteotomía pelviana (Salter, Chiari o similares);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104125;SI;4;21-04-125;Triple osteotomía de pelvis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104126;SI;4;21-04-126;Amputación inter-ilio abdominal;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104127;SI;4;21-04-127;Desarticulación cadera;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104128;SI;4;21-04-128;Endoprótesis parcial de cadera c/s cementación (cualquier técnica) (no incluye prótesis);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104129;SI;4;21-04-129;Endoprótesis total de cadera  (no incluye prótesis);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104130;SI;4;21-04-130;Epifisiolisis lenta o aguda, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104131;SI;4;21-04-131;Fractura de cuello de fémur, osteosíntesis, cualquier técnica ;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104132;SI;4;21-04-132;Fractura de cuello de fémur, resección epífisis femoral;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104133;SI;4;21-04-133;Luxación traumática de cadera, reducción cruenta;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104134;SI;4;21-04-134;Luxofractura acetabular, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104135;SI;4;21-04-135;Operación de salvataje cadera, columna o similares;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104136;SI;4;21-04-136;Osteotomías femorales;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104137;SI;4;21-04-137;Reducción cruenta en luxación congénita o traumática de cadera;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104138;SI;4;21-04-138;Reducción cruenta y acetabuloplastía femoral c/s osteotomía femoral;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104139;SI;4;21-04-139;Reducción cruenta y osteotomía femoral;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104140;SI;4;21-04-140;Tenotomía aductores c/s botas, con yugo (proc. aut.);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104141;SI;4;21-04-141;Trocanteroplastías;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104142;SI;4;21-04-142;Amputación muslo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104143;SI;4;21-04-143;Epifisiodesis (fémur y/o tibia);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104144;SI;4;21-04-144;Osteosíntesis diafisiaria o metafisiaria muslo (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104145;SI;4;21-04-145;Osteotomía correctora muslo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104146;SI;4;21-04-146;Osteotomía de alargamiento o acortamiento con osteosíntesis inmediata o distracción instrumental progresiva muslo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104147;SI;4;21-04-147;Osteotomía en rosario con enclavijamiento clavo telescópico;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104148;SI;4;21-04-148;Pseudoartrosis, trat. quir. (cualquier técnica) muslo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104149;SI;4;21-04-149;Ruptura y/o hernia muscular, trat. quir. muslo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104150;SI;4;21-04-150;Artrotomía por cuerpos libres, osteocondritis rodilla (proc. aut);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104151;SI;4;21-04-151;Desarticulación rodilla;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104152;SI;4;21-04-152;Disfunción patelo-femoral, realineamiento (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104153;SI;4;21-04-153;Endoprótesis total de rodilla, (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104154;SI;4;21-04-154;Fractura rótula: osteosíntesis o patelectomía parc. o total;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104155;SI;4;21-04-155;Fracturas condíleas o de platillos tibiales, reducción, osteosíntesis  (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104156;SI;4;21-04-156;Inestabilidad crónica de rodilla, reconstrucción cápsuloligamentosa (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104157;SI;4;21-04-157;Luxación o rotura ligamentos, trat. quir. cápsulo-ligamentoso;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104158;SI;4;21-04-158;Meniscectomía quirúrgica, interna y/o externa;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104159;SI;4;21-04-159;Meniscectomía u otras intervenciones por vía artroscópica (incluye artroscopía diagnóstica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104160;SI;4;21-04-160;Quiste poplíteo, trat. quir.;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104161;SI;4;21-04-161;Reconstrucción aparato extensor de rodilla;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104162;SI;4;21-04-162;Reparación quirúrgica ligamentos colaterales y/o cruzados de rodilla;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104163;SI;4;21-04-163;Traslocaciones músculo-tendinosas en rodilla paralítica o espástica;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104164;SI;4;21-04-164;Amputación pierna;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104165;SI;4;21-04-165;Colgajo cruzado de pierna, trat. quir. completo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104166;SI;4;21-04-166;Fasciotomía por síndrome compartamental;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104167;SI;4;21-04-167;Osteosíntesis tibio-peroné  (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104168;SI;4;21-04-168;Osteotomía correctora de ejes  (cualquier técnica) pierna;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104169;SI;4;21-04-169;Osteotomía de alargamiento o acortamiento con osteosíntesis inmediata o distracción instrumental progresiva pierna;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104170;SI;4;21-04-170;Osteotomía del peroné;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104171;SI;4;21-04-171;Peroné protibia;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104172;SI;4;21-04-172;Pseudoartrosis, c/s osteosíntesis  (cualquier técnica) pierna;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104173;SI;4;21-04-173;Desarticulación tobillo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104174;SI;4;21-04-174;Endoprótesis total tobillo, (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104175;SI;4;21-04-175;Esguince grave de tobillo, trat. quir. cápsulo-ligamentoso ;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104176;SI;4;21-04-176;Fractura astrágalo y/o calcáneo, osteosíntesis (cualq. técn.);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104177;SI;4;21-04-177;Huesos supernumerarios, extirpación, uno o más, unilateral;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104178;SI;4;21-04-178;Luxación tibio-astrág.-calcán., reducc. cruenta y osteosínt.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104179;SI;4;21-04-179;Luxofractura tobillo, cualquier tipo, osteosíntesis y reparación cápsulo-ligamentosa;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104180;SI;4;21-04-180;Osteoplastía tibio-calcánea;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104181;SI;4;21-04-181;Ruptura tendón de Aquiles o tibial posterior, tenorrafia primaria y/o transposiciones tendinosas;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104182;SI;4;21-04-182;Ruptura tibial anterior u otros, tenorrafia;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104183;SI;4;21-04-183;Tenorrafia extensores o tenotomía de alargamiento de tendón de Aquiles;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104184;SI;4;21-04-184;Traslocación tendinosa tobillo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104185;SI;4;21-04-185;Amputación transmetatarsiana;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104186;SI;4;21-04-186;Astrágalo vertical, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104187;SI;4;21-04-187;Espolón calcáneo, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104188;SI;4;21-04-188;"Exostosis 5° metatarsiano, (""juanetillo"")  trat. quir.";Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104189;SI;4;21-04-189;Fasciotomía plantar (proc. aut.);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104190;SI;4;21-04-190;Hallux valgus o rígidus, trat.quir. completo (cualquier téc.);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104191;SI;4;21-04-191;Luxaciones, luxofracturas, fracturas, reducción cruenta pie;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104192;SI;4;21-04-192;Mal perforante plantar, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104193;SI;4;21-04-193;Neuroma de Morton, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104194;SI;4;21-04-194;Ortejos en garra, trat. quir., cualq. número (cualq. técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104195;SI;4;21-04-195;Ortejos, amputación, uno o más, unilateral;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104196;SI;4;21-04-196;Pie bot u otras malformaciones congénitas, trat. quir. (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104197;SI;4;21-04-197;Pie cavo, trat.quir. (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104198;SI;4;21-04-198;Pie plano, trat. quir. (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104199;SI;4;21-04-199;Pie reumatoideo, trat.quir.completo (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104200;SI;4;21-04-200;Sesamoídeos, extirpación de uno o más, unilateral;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104201;SI;4;21-04-201;Tenorrafia extensores pie;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104202;SI;4;21-04-202;Trasplantes tendinosos pie (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104213;SI;4;21-04-213;Escoliosis, trat. quir., cualquier vía de abordaje, con instrumentación (incluye elementos de osteosíntesis);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104228;SI;4;21-04-228;Endoprótesis parcial de cadera c/s cementación (cualquier técnica) (incluye prótesis);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104229;SI;4;21-04-229;Endoprótesis total de cadera (incluye prótesis);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104231;SI;4;21-04-231;Fractura de cuello de fémur, osteosíntesis, cualquier técnica (incluye elementos de osteosíntesis);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104329;PPV;4;21-04-329;Recambio de Endoprótesis total de cadera (PPV);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2106001;SI;4;21-06-001;Retiro de endoprótesis u osteosíntesis internas articulares o de columna vertebral;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2106002;SI;4;21-06-002;Retiro de placas rectas o anguladas;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2106003;SI;4;21-06-003;Retiro de tornillos, clavos, agujas de osteosíntesis o similares;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2107007;SI;4;21-07-007;Tto.funcional c/técnica Sarmiento y similares- Extremidad inferior;Traumatología;Proc;Antigua;31-12-2008;31-12-2024
2107008;SI;4;21-07-008;Tto.funcional c/técnica Sarmiento y similares- Extremidad superior;Traumatología;Proc;Antigua;31-12-2008;31-12-2024
1602221;SI;4;16-02-221;Herida cortante o contusa complicada, reparación y sutura (más de 5 cm);Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1103012;NO;4;11-03-012;Craniectomías c/s remodelación ósea (honorario 2° Cirujano);Neurocirugía;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1103044;NO;4;11-03-044;Estereotaxia y Cirugía Funcional Implantación de isótopos (braquiterapia) (no incluye valor del radiofármaco);Neurocirugía;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1103XXX;NO;4;11-03-XXX;NEUROLOGIA Y NEUROCIRUGIA;Neurocirugía;Cirugía Menor;Antigua;31-12-2008;31-12-2017
1202XXX;NO;4;12-02-XXX;CIRUGIA OFTALMOLOGICA;Oftalmología;Cirugía Menor;Antigua;31-12-2008;31-12-2017
1302010;NO;4;13-02-010;Oído medio Petrositis, trat. quir.;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1302XXX;NO;4;13-02-XXX;CIRUGIA OTORRINOLARINGOLOGICA;Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2017
1402XXX;NO;4;14-02-XXX;CIRUGIA DE CABEZA Y CUELLO;Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2017
1502XXX;NO;4;15-02-XXX;CIRUGIA PLASTICA Y REPARADORA;Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2017
1602001;NO;4;16-02-001;Intervenciones quirúrgicas de tegumentos Biopsia de piel y/o mucosa por curetaje o sección tangencial c/s electrocirugía (proc. aut.);Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602002;NO;4;16-02-002;Cuerpo extraño cutáneo, y/o nevus, y/o angioma cutáneo o mucoso, y/o tumor benigno, extirp. de, hasta 5 elementos;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602003;NO;4;16-02-003;Cuerpo extraño cutáneo, y/o nevus, y/o angioma cutáneo o mucoso y/o tumor benigno, extirp. de 6 o más elementos;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602004;NO;4;16-02-004;Epitelioma basocelular o carcinoma espinocelular: cara;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602005;NO;4;16-02-005;Epitelioma basocelular o carcinoma espinocelular: otras localizaciones;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602006;NO;4;16-02-006;Hemangioma cavernoso del niño, trat. quir.;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602007;NO;4;16-02-007;Herida cortante o contusa complicada, reparación y sutura (una o múltiple de más de 5 cms. de largo total y/o que comprometa músculos y/o conductos y/o vasos o similares);Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602008;NO;4;16-02-008;Herida cortante o contusa no complicada, reparación y sutura (una o múltiple hasta 5 cms. de largo total que comprometa sólo la piel);Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602009;NO;4;16-02-009;Hidrosadenitis: vaciamiento;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602010;NO;4;16-02-010;Lesiones supuradas de la piel o subaponeurótica, trat. quir.;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602011;NO;4;16-02-011;Lipoma subcutáneo, trat. quir.;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602012;NO;4;16-02-012;Melanoma: cara;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602013;NO;4;16-02-013;Melanoma: otras localizaciones;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602014;NO;4;16-02-014;Onicectomía c/s plastía de lecho;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602015;NO;4;16-02-015;Intervenciones quirúrgicas de tegumentos Otros tumores malignos: cara;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602016;NO;4;16-02-016;Intervenciones quirúrgicas de tegumentos Otros tumores malignos: otras localizaciones;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602017;NO;4;16-02-017;Pellets subcutáneo por trócar, implante de;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602018;NO;4;16-02-018;Queratosis actínicas;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602019;NO;4;16-02-019;Tumores benignos subcutáneos y/o quistes epidérmicos o mucosos, trat. quir.;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602020;NO;4;16-02-020;Verruga plantar;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602022;NO;4;16-02-022;Herida cortante o contusa no complicada, reparación y sutura (una o múltiple hasta 5 cms. de largo total que comprometa solo la piel);Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602024;NO;4;16-02-024;Extirpación de lesión benigna subepidérmica, incluye Tumor sólido, quiste epidérmico y lipoma por lesión-resto del cuerpo;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602109;NO;4;16-02-109;Intervenciones quirúrgicas de tegumentos Glándulas sudoríparas axilares, extirp.;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1602XXX;NO;4;16-02-XXX;Dermatología y Tegumentos ;Dermatología;Cirugía Menor;Antigua;31-12-2008;31-12-2017
1703004;NO;4;17-03-004;Fístula arteriovenosa derivación externa;Cirugía Cardiovascular;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1703059;NO;4;17-03-059;Cirugías cardíacas Sinequias pericárdicas, trat. quir. ( proc. aut.);Cirugía Cardiovascular;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1704044;NO;4;17-04-044;Neumostomía (proc. aut.);Cirugía Cardiovascular;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1707023;NO;4;17-07-023;Mediastinoscopia c/s biopsia;Cirugía de Tórax;Proc;Antigua;31-12-2008;31-12-2024
1707034;NO;4;17-07-034;Cuerpo extraño de bronquio, extracción por vía endoscópica (incluye la endoscopia);Cirugía de Tórax;Proc;Antigua;31-12-2008;31-12-2024
170XXXX;NO;4;17-0X-XXX;CIRUGIA CARDIOVASCULAR;Cirugía Cardiovascular;Cirugía Menor;Antigua;31-12-2008;31-12-2017
1802020;NO;4;18-02-020;Gastrectomía sub-total con vagotomía;Cirugía Digestiva;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1803005;NO;4;18-03-005;Criptectomía y/o papilectomía (cualquier número, proc. aut.);Cirugía Digestiva;Cirugía Menor;Antigua;31-12-2008;31-12-2024
1803022;NO;4;18-03-022;Imperforación anal, reconstitución transito por via sagital posterior;Cirugía Digestiva;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
180XXXX;NO;4;18-0X-XXX;GASTROENTEROLOGIA;Cirugía Digestiva;Cirugía Menor;Antigua;31-12-2008;31-12-2017
1902001;NO;4;19-02-001;Cirugía Riñón Absceso perinefrítico, vaciamiento;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1902014;NO;4;19-02-014;Cirugía Suprarrenales Suprarrenalectomía bilateral;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1902042;NO;4;19-02-042;Glándulas de Cowper, lesiones de las, trat. quir.;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1902046;NO;4;19-02-046;Meatotomía mujer;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1902048;NO;4;19-02-048;Pólipo meato, electrocoagulación;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1902058;NO;4;19-02-058;Vesiculostomía diagnóstica y/o terapéutica;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1902077;NO;4;19-02-077;Epispadias, trat. quir.;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1902XXX;NO;4;19-02-XXX;UROLOGIA Y NEFROLOGIA;Urología y Nefrología;Cirugía Menor;Antigua;31-12-2008;31-12-2017
200XXXX;NO;4;20-0X-XXX;GINECOLOGIA Y OBSTETRICIA;Ginecología y Obstetricia;Cirugía Menor;Antigua;31-12-2008;31-12-2017
2104043;NO;4;21-04-043;Fijación de escápula;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2104082;NO;4;21-04-082;Implante silastic o similares (escafoides, semilunar);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2104114;NO;4;21-04-114;Espondilodiscitis vertebral (TBC u otra), trat. quir. del foco, c/s artrodesis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2104115;NO;4;21-04-115;Fractura apófisis espinosa, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2104120;NO;4;21-04-120;Resección arco neural (operación de Gill o similares);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703001;NO;4;27-03-001;Cirugía de enfermedad periodontal (por grupo);Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703002;NO;4;27-03-002;Corticotomía;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703003;NO;4;27-03-003;Disyunción palatina quirúrgica;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703004;NO;4;27-03-004;Extirpación de pseudoquistes, quistes y tumores;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
